userid,version,sum_gamerounds,retention_1,retention_7
3377167,gate_30,23,False,True
3377294,gate_30,18,False,False
3377583,gate_30,15,True,False
3377763,gate_30,5,False,False
3378118,gate_30,0,False,False
3378162,gate_30,58,True,False
3378457,gate_30,2,False,False
3378872,gate_30,8,False,False
3379255,gate_30,47,True,False
3379322,gate_30,27,False,False
3379791,gate_30,2,False,False
3379990,gate_30,68,True,True
3380265,gate_30,3,False,False
3380578,gate_30,6,False,False
3380607,gate_30,17,True,False
3380930,gate_30,47,True,True
3381546,gate_30,21,False,False
3382077,gate_30,4,False,False
3382244,gate_30,16,True,False
3382263,gate_30,6,False,False
3382348,gate_30,1,False,False
3382473,gate_30,43,False,True
3382614,gate_30,8,False,False
3382784,gate_30,15,False,False
3382826,gate_30,9,False,False
3382896,gate_30,22,False,True
3382904,gate_30,44,False,True
3383172,gate_30,14,False,False
3383375,gate_30,6,False,False
3383543,gate_30,55,True,True
3383893,gate_30,1,False,False
3384734,gate_30,27,False,False
3384854,gate_30,2,False,False
3384869,gate_30,47,True,False
3384969,gate_30,2,False,False
3385219,gate_30,9,True,False
3385621,gate_30,4,False,False
3385676,gate_30,33,False,False
3385741,gate_30,9,False,False
3385753,gate_30,19,False,False
3386336,gate_30,28,False,False
3386618,gate_30,14,False,False
3386743,gate_30,35,True,False
3387088,gate_30,22,True,False
3387485,gate_30,1,False,False
3387783,gate_30,1,False,False
3387972,gate_30,23,False,False
3388858,gate_30,4,False,False
3389093,gate_30,6,False,False
3389274,gate_30,1,False,False
3389301,gate_30,4,False,False
3389310,gate_30,92,True,False
3389554,gate_30,5,True,False
3389596,gate_30,5,False,False
3390076,gate_30,18,False,False
3390095,gate_30,9,True,False
3390291,gate_30,51,False,True
3390693,gate_30,34,True,False
3390752,gate_30,2,True,False
3391303,gate_30,54,False,True
3391415,gate_30,4,False,False
3391561,gate_30,32,False,False
3391660,gate_30,70,True,False
3391882,gate_30,50,True,False
3392690,gate_30,103,True,True
3392923,gate_30,13,False,False
3393021,gate_30,15,False,False
3393023,gate_30,1,False,False
3393111,gate_30,1,False,False
3393224,gate_30,92,True,False
3393556,gate_30,9,False,False
3393757,gate_30,1,False,False
3393865,gate_30,22,True,False
3393890,gate_30,108,True,True
3393956,gate_30,59,True,False
3393992,gate_30,18,False,False
3394031,gate_30,27,True,True
3394032,gate_30,34,False,False
3394121,gate_30,25,True,False
3394244,gate_30,22,False,False
3394514,gate_30,33,False,False
3394957,gate_30,0,False,False
3394970,gate_30,31,True,True
3394998,gate_30,35,True,False
3395190,gate_30,14,False,False
3395359,gate_30,28,True,False
3395661,gate_30,2,False,False
3395819,gate_30,3,False,False
3396171,gate_30,12,False,False
3396905,gate_30,38,False,False
3397497,gate_30,23,True,False
3397684,gate_30,114,True,False
3397754,gate_30,1,False,False
3397759,gate_30,15,False,False
3398629,gate_30,27,True,True
3399255,gate_30,1,False,False
3399441,gate_30,73,False,False
3399628,gate_30,1,False,False
3399650,gate_30,0,False,False
3399774,gate_30,48,True,False
3400119,gate_30,79,True,True
3400803,gate_30,8,False,False
3401490,gate_30,24,False,True
3401668,gate_30,6,False,False
3401797,gate_30,45,False,False
3401897,gate_30,61,True,False
3402459,gate_30,78,False,False
3402666,gate_30,38,True,False
3402904,gate_30,0,False,False
3403165,gate_30,1,False,False
3403476,gate_30,13,False,False
3403717,gate_30,10,False,False
3403754,gate_30,10,False,False
3403819,gate_30,58,True,False
3403823,gate_30,86,True,True
3403832,gate_30,97,True,False
3403895,gate_30,5,False,False
3404048,gate_30,39,False,False
3404128,gate_30,1,False,False
3404349,gate_30,52,True,True
3405628,gate_30,18,False,False
3406360,gate_30,37,True,False
3406387,gate_30,29,True,False
3406504,gate_30,19,False,False
3406521,gate_30,4,False,False
3406556,gate_30,29,True,False
3406574,gate_30,34,False,False
3406748,gate_30,17,True,False
3407054,gate_30,4,False,False
3407235,gate_30,7,False,False
3407964,gate_30,106,True,True
3408093,gate_30,9,False,False
3408265,gate_30,20,False,False
3408386,gate_30,10,False,False
3408394,gate_30,22,False,False
3408667,gate_30,13,True,False
3408687,gate_30,0,False,False
3409452,gate_30,14,False,False
3409952,gate_30,3,False,False
3410144,gate_30,31,False,False
3410218,gate_30,18,True,False
3410409,gate_30,10,False,False
3410459,gate_30,4,False,False
3410658,gate_30,30,True,False
3410665,gate_30,20,True,False
3410721,gate_30,22,False,False
3410944,gate_30,87,True,True
3410966,gate_30,18,False,False
3411122,gate_30,1,False,False
3411138,gate_30,1,False,False
3411366,gate_30,71,True,True
3411707,gate_30,1,False,False
3411754,gate_30,6,False,False
3411820,gate_30,1,False,False
3412579,gate_30,25,False,False
3413294,gate_30,20,True,False
3413616,gate_30,97,True,True
3413907,gate_30,52,False,False
3414687,gate_30,19,False,False
3415259,gate_30,82,True,False
3415644,gate_30,4,False,False
3415864,gate_30,20,False,False
3415950,gate_30,0,False,False
3416129,gate_30,3,False,False
3416511,gate_30,6,False,False
3416839,gate_30,7,True,False
3416847,gate_30,77,False,True
3416879,gate_30,15,True,False
3417156,gate_30,3,False,False
3417330,gate_30,35,False,True
3417459,gate_30,42,True,True
3417768,gate_30,34,False,False
3417799,gate_30,12,True,False
3418035,gate_30,5,False,False
3419212,gate_30,29,False,False
3419743,gate_30,6,False,False
3419761,gate_30,17,True,False
3420142,gate_30,54,True,False
3420508,gate_30,16,False,True
3420573,gate_30,33,False,False
3420659,gate_30,1,False,False
3420786,gate_30,6,False,False
3420819,gate_30,30,True,True
3420973,gate_30,1,False,False
3421083,gate_30,34,False,False
3422143,gate_30,16,False,False
3422202,gate_30,2,False,False
3422437,gate_30,0,False,False
3422451,gate_30,6,False,False
3422545,gate_30,27,False,False
3422560,gate_30,55,False,False
3422873,gate_30,4,False,False
3423006,gate_30,4,False,False
3423431,gate_30,116,True,True
3423826,gate_30,7,True,False
3423846,gate_30,11,False,False
3424238,gate_30,7,False,False
3424420,gate_30,7,False,False
3425094,gate_30,61,True,True
3425389,gate_30,7,False,False
3426462,gate_30,11,False,False
3427761,gate_30,86,True,False
3428705,gate_30,0,False,False
3428766,gate_30,3,False,False
3429147,gate_30,39,True,False
3429216,gate_30,33,True,False
3429359,gate_30,93,True,True
3429540,gate_30,33,False,False
3430428,gate_30,59,True,False
3430728,gate_30,1,True,False
3431469,gate_30,19,False,False
3431926,gate_30,1,False,False
3432230,gate_30,63,True,False
3432321,gate_30,23,True,False
3432335,gate_30,49,True,True
3432346,gate_30,48,True,False
3432420,gate_30,54,True,False
3432436,gate_30,2,False,False
3432703,gate_30,14,False,False
3433255,gate_30,0,False,False
3433667,gate_30,5,True,False
3433831,gate_30,0,False,False
3435064,gate_30,16,True,True
3435288,gate_30,8,False,False
3435718,gate_30,2,False,False
3436399,gate_30,60,True,True
3436533,gate_30,16,False,False
3436891,gate_30,2,False,False
3437030,gate_30,48,True,False
3437107,gate_30,16,True,False
3437308,gate_30,41,True,False
3437315,gate_30,9,False,False
3437981,gate_30,11,False,False
3438286,gate_30,46,True,False
3438515,gate_30,5,False,False
3438561,gate_30,95,True,True
3439471,gate_30,1,False,False
3439510,gate_30,4,False,False
3440527,gate_30,5,False,False
3440648,gate_30,29,False,True
3440790,gate_30,72,True,False
3440859,gate_30,26,True,False
3441120,gate_30,1,False,False
3441156,gate_30,7,False,False
3441534,gate_30,42,False,False
3441602,gate_30,92,True,False
3441675,gate_30,13,False,False
3441996,gate_30,4,False,False
3442207,gate_30,20,False,False
3442237,gate_30,36,False,False
3442407,gate_30,2,False,False
3442513,gate_30,20,False,False
3442693,gate_30,16,True,False
3442754,gate_30,37,False,False
3442869,gate_30,0,False,False
3443072,gate_30,24,False,False
3443814,gate_30,1,False,False
3443997,gate_30,102,True,False
3444000,gate_30,14,False,False
3444037,gate_30,30,True,True
3444087,gate_30,23,True,False
3444116,gate_30,10,False,False
3444734,gate_30,5,False,False
3444754,gate_30,32,True,False
3445125,gate_30,8,False,False
3445386,gate_30,63,True,False
3445731,gate_30,1,True,False
3445799,gate_30,15,False,False
3445840,gate_30,48,False,False
3446099,gate_30,17,True,False
3446614,gate_30,1,False,False
3446695,gate_30,6,False,True
3447301,gate_30,14,False,False
3447497,gate_30,2,False,False
3447856,gate_30,22,True,False
3447948,gate_30,2,True,False
3448484,gate_30,2,False,False
3448670,gate_30,37,False,False
3448718,gate_30,1,False,False
3448948,gate_30,1,False,False
3449431,gate_30,41,True,False
3449820,gate_30,4,False,False
3450184,gate_30,28,False,False
3450214,gate_30,11,True,False
3450238,gate_30,2,False,False
3450281,gate_30,1,False,False
3450353,gate_30,2,False,False
3450867,gate_30,39,True,False
3451002,gate_30,66,True,False
3452175,gate_30,8,True,False
3452234,gate_30,37,True,True
3452631,gate_30,2,False,False
3452826,gate_30,1,False,False
3453335,gate_30,19,True,False
3454692,gate_30,1,False,False
3454706,gate_30,48,False,False
3455351,gate_30,71,False,False
3456348,gate_30,16,True,False
3456363,gate_30,3,False,False
3456405,gate_30,54,True,False
3456471,gate_30,11,True,False
3456875,gate_30,3,False,False
3456876,gate_30,38,True,False
3457129,gate_30,71,True,False
3457510,gate_30,13,True,False
3457966,gate_30,11,False,False
3458172,gate_30,6,False,False
3458499,gate_30,12,False,False
3458878,gate_30,25,False,False
3459054,gate_30,13,False,False
3459169,gate_30,65,True,True
3459249,gate_30,39,False,False
3459296,gate_30,9,False,False
3459738,gate_30,1,False,False
3460560,gate_30,6,True,False
3461042,gate_30,5,False,False
3461044,gate_30,20,True,False
3461768,gate_30,0,False,False
3462152,gate_30,19,False,False
3462388,gate_30,103,True,False
3463480,gate_30,1,False,False
3463648,gate_30,1,False,False
3463787,gate_30,4,False,False
3464032,gate_30,0,False,False
3464082,gate_30,3,False,False
3464150,gate_30,56,True,False
3464240,gate_30,2,True,False
3464273,gate_30,19,True,False
3464358,gate_30,1,False,False
3464635,gate_30,79,True,False
3464927,gate_30,4,False,False
3465151,gate_30,13,False,False
3465429,gate_30,2,False,False
3465873,gate_30,1,False,False
3466021,gate_30,0,False,False
3466174,gate_30,13,False,False
3466337,gate_30,46,True,False
3466747,gate_30,1,False,False
3466891,gate_30,14,False,False
3467832,gate_30,30,True,False
3468174,gate_30,78,True,False
3468682,gate_30,6,False,False
3468847,gate_30,21,True,False
3469094,gate_30,115,False,False
3469172,gate_30,77,False,True
3469590,gate_30,4,False,False
3469596,gate_30,115,True,True
3469631,gate_30,21,False,True
3469740,gate_30,7,False,False
3470270,gate_30,19,True,True
3470379,gate_30,1,False,False
3470538,gate_30,39,True,False
3470852,gate_30,6,False,False
3471162,gate_30,17,True,False
3471193,gate_30,7,False,False
3471231,gate_30,6,False,False
3472097,gate_30,4,False,False
3472240,gate_30,15,False,False
3472442,gate_30,30,False,False
3472472,gate_30,36,False,False
3472810,gate_30,21,False,False
3473162,gate_30,16,True,False
3473254,gate_30,35,True,False
3473453,gate_30,30,False,False
3473539,gate_30,73,True,False
3473796,gate_30,6,False,False
3473854,gate_30,18,True,True
3474026,gate_30,31,False,False
3474091,gate_30,15,False,False
3474371,gate_30,0,False,False
3474856,gate_30,84,True,False
3475361,gate_30,9,False,False
3475487,gate_30,52,True,False
3475536,gate_30,31,True,False
3475647,gate_30,72,True,True
3475684,gate_30,68,True,True
3475741,gate_30,60,False,True
3475756,gate_30,3,False,False
3475763,gate_30,67,False,False
3475920,gate_30,5,False,False
3475953,gate_30,33,False,False
3476418,gate_30,52,False,False
3477010,gate_30,10,True,False
3477221,gate_30,42,False,True
3477302,gate_30,2,False,False
3477348,gate_30,4,False,False
3477356,gate_30,5,False,False
3478005,gate_30,24,True,False
3478221,gate_30,0,False,False
3478557,gate_30,32,False,True
3479006,gate_30,5,False,False
3479157,gate_30,55,False,False
3479191,gate_30,3,False,False
3479895,gate_30,39,False,False
3479982,gate_30,7,False,False
3480049,gate_30,32,True,False
3480503,gate_30,21,True,True
3480681,gate_30,9,False,False
3480696,gate_30,17,True,False
3480858,gate_30,26,True,False
3481446,gate_30,30,False,False
3481901,gate_30,0,False,False
3482101,gate_30,5,False,False
3482165,gate_30,12,False,False
3482443,gate_30,0,False,False
3482774,gate_30,16,True,False
3483369,gate_30,7,False,False
3483481,gate_30,9,True,False
3483520,gate_30,50,True,False
3483782,gate_30,9,False,False
3483871,gate_30,4,False,False
3484589,gate_30,3,False,False
3484871,gate_30,4,False,False
3484942,gate_30,3,False,False
3485038,gate_30,85,True,False
3485056,gate_30,77,True,False
3485120,gate_30,12,False,False
3485289,gate_30,113,True,True
3485316,gate_30,4,False,False
3485321,gate_30,0,False,False
3485945,gate_30,2,False,False
3486350,gate_30,12,False,False
3486459,gate_30,8,False,False
3486755,gate_30,67,True,True
3486917,gate_30,5,False,False
3487253,gate_30,50,True,False
3487357,gate_30,48,True,False
3487782,gate_30,66,False,False
3487812,gate_30,18,False,False
3488228,gate_30,2,False,False
3488377,gate_30,51,True,True
3488422,gate_30,30,False,False
3488584,gate_30,11,True,False
3488760,gate_30,13,True,False
3489593,gate_30,1,False,False
3489791,gate_30,34,False,False
3490125,gate_30,68,True,False
3490198,gate_30,19,True,False
3490314,gate_30,21,False,False
3490472,gate_30,0,False,False
3490856,gate_30,19,True,False
3490864,gate_30,53,False,True
3491128,gate_30,7,False,False
3491220,gate_30,71,False,False
3491307,gate_30,5,False,False
3491389,gate_30,0,False,False
3491443,gate_30,2,False,False
3491547,gate_30,0,True,False
3491576,gate_30,26,True,False
3491874,gate_30,5,False,False
3492013,gate_30,41,False,False
3492111,gate_30,22,False,False
3492940,gate_30,3,False,False
3493008,gate_30,14,False,False
3493275,gate_30,1,False,False
3493289,gate_30,2,False,False
3493314,gate_30,7,False,False
3493320,gate_30,5,False,False
3493811,gate_30,16,True,False
3493874,gate_30,20,False,False
3494431,gate_30,25,True,False
3494537,gate_30,3,False,False
3494795,gate_30,2,True,False
3495006,gate_30,14,True,False
3495995,gate_30,89,True,True
3496035,gate_30,4,False,False
3496516,gate_30,63,True,False
3496532,gate_30,38,False,False
3496673,gate_30,48,True,False
3496688,gate_30,48,True,False
3497126,gate_30,12,True,False
3497162,gate_30,14,False,False
3497688,gate_30,77,False,True
3497692,gate_30,8,False,False
3498069,gate_30,1,False,False
3498962,gate_30,17,True,False
3499416,gate_30,67,True,False
3499612,gate_30,36,True,False
3499954,gate_30,49,True,False
3501125,gate_30,74,True,False
3501701,gate_30,0,False,False
3501924,gate_30,24,False,True
3501927,gate_30,0,False,False
3502131,gate_30,24,True,False
3502134,gate_30,17,True,False
3502332,gate_30,17,True,False
3502357,gate_30,15,False,False
3502625,gate_30,1,False,False
3502986,gate_30,5,False,False
3503033,gate_30,0,False,False
3503161,gate_30,3,False,False
3503234,gate_30,67,True,False
3503349,gate_30,61,False,True
3503418,gate_30,12,True,False
3503475,gate_30,91,True,False
3503748,gate_30,71,False,False
3503852,gate_30,13,False,False
3503898,gate_30,4,False,False
3504460,gate_30,45,True,False
3504924,gate_30,3,False,False
3504942,gate_30,6,False,False
3504953,gate_30,4,False,False
3505171,gate_30,30,True,False
3505574,gate_30,1,False,False
3505822,gate_30,57,True,False
3505912,gate_30,6,False,False
3506156,gate_30,2,False,False
3506424,gate_30,9,False,False
3507347,gate_30,1,False,False
3508371,gate_30,13,True,False
3508388,gate_30,0,False,False
3508671,gate_30,25,False,False
3508927,gate_30,22,True,False
3509558,gate_30,60,True,True
3509587,gate_30,66,False,False
3509930,gate_30,1,False,False
3510064,gate_30,63,True,True
3510753,gate_30,15,True,False
3510980,gate_30,9,False,False
3510985,gate_30,0,False,False
3511209,gate_30,48,True,False
3511211,gate_30,23,True,False
3511281,gate_30,7,False,False
3511973,gate_30,5,False,False
3512054,gate_30,8,False,False
3512282,gate_30,2,False,False
3512304,gate_30,9,False,False
3512313,gate_30,10,False,False
3512721,gate_30,3,False,False
3512747,gate_30,17,False,False
3512764,gate_30,36,False,True
3512994,gate_30,4,False,False
3513397,gate_30,1,False,False
3513528,gate_30,8,False,False
3513685,gate_30,33,True,False
3513781,gate_30,21,True,False
3513926,gate_30,1,False,False
3514016,gate_30,15,True,True
3514221,gate_30,2,False,False
3514982,gate_30,6,False,False
3515205,gate_30,60,False,False
3515222,gate_30,1,False,False
3515228,gate_30,2,False,False
3515347,gate_30,8,False,False
3515502,gate_30,31,False,False
3515673,gate_30,114,False,False
3516059,gate_30,11,False,False
3516106,gate_30,20,True,False
3516138,gate_30,10,True,False
3516339,gate_30,8,True,False
3516962,gate_30,5,False,False
3517385,gate_30,51,False,False
3517513,gate_30,2,False,False
3517523,gate_30,4,False,False
3517643,gate_30,53,True,False
3518104,gate_30,6,False,False
3518172,gate_30,11,False,False
3518235,gate_30,46,False,False
3518460,gate_30,5,False,False
3518765,gate_30,46,True,True
3519336,gate_30,1,False,False
3520189,gate_30,6,True,False
3520502,gate_30,1,False,False
3520872,gate_30,6,False,False
3521314,gate_30,36,True,False
3521664,gate_30,6,False,False
3521915,gate_30,2,False,False
3522117,gate_30,14,True,False
3522202,gate_30,24,True,False
3522294,gate_30,39,True,False
3522336,gate_30,103,True,True
3522559,gate_30,17,False,False
3522863,gate_30,0,False,False
3523084,gate_30,13,False,False
3523298,gate_30,3,True,False
3523410,gate_30,17,False,False
3523506,gate_30,2,False,False
3523615,gate_30,1,False,False
3524312,gate_30,2,False,False
3524356,gate_30,39,False,False
3524826,gate_30,14,False,False
3525257,gate_30,5,False,False
3525556,gate_30,4,False,False
3525685,gate_30,1,False,False
3525933,gate_30,11,True,False
3526104,gate_30,3,False,False
3526247,gate_30,9,False,True
3526341,gate_30,23,False,False
3526461,gate_30,0,False,False
3526468,gate_30,69,False,True
3526917,gate_30,83,False,False
3527128,gate_30,19,True,False
3527389,gate_30,18,False,False
3527686,gate_30,37,True,False
3528010,gate_30,2,False,False
3528108,gate_30,35,True,True
3528109,gate_30,10,False,False
3528370,gate_30,4,False,False
3528577,gate_30,24,True,False
3528671,gate_30,42,False,False
3528699,gate_30,1,False,False
3529679,gate_30,12,False,False
3530071,gate_30,9,False,False
3530154,gate_30,4,False,False
3530178,gate_30,16,True,False
3530512,gate_30,18,True,False
3530801,gate_30,33,True,False
3530851,gate_30,34,True,False
3530996,gate_30,78,True,False
3531363,gate_30,108,True,False
3531509,gate_30,6,False,False
3531559,gate_30,49,True,False
3532505,gate_30,3,False,False
3532769,gate_30,7,False,False
3533109,gate_30,6,False,False
3533134,gate_30,22,False,False
3533258,gate_30,14,True,False
3533449,gate_30,5,True,False
3533724,gate_30,13,True,False
3534143,gate_30,6,False,False
3534174,gate_30,28,True,True
3534228,gate_30,107,True,False
3534423,gate_30,7,True,False
3534863,gate_30,3,False,False
3534922,gate_30,25,True,False
3535325,gate_30,14,False,False
3535354,gate_30,8,True,False
3535497,gate_30,6,False,False
3535552,gate_30,14,True,False
3535997,gate_30,24,True,False
3536670,gate_30,3,False,False
3536727,gate_30,37,False,False
3536992,gate_30,5,False,True
3537228,gate_30,20,False,False
3537694,gate_30,17,False,False
3537780,gate_30,25,False,False
3538294,gate_30,2,False,False
3538310,gate_30,35,True,False
3538702,gate_30,6,False,False
3538780,gate_30,13,False,True
3538798,gate_30,23,False,False
3538811,gate_30,69,True,True
3538866,gate_30,1,False,False
3539315,gate_30,4,False,False
3539434,gate_30,4,False,False
3540090,gate_30,65,True,False
3540776,gate_30,32,False,False
3541122,gate_30,12,True,False
3541178,gate_30,106,True,True
3541753,gate_30,1,False,False
3542399,gate_30,11,False,False
3542692,gate_30,6,False,False
3542890,gate_30,1,False,False
3542983,gate_30,101,True,False
3543824,gate_30,5,True,False
3543841,gate_30,27,True,False
3543884,gate_30,0,False,False
3543960,gate_30,58,True,False
3543980,gate_30,87,True,True
3544652,gate_30,7,False,False
3544738,gate_30,48,False,True
3545222,gate_30,45,False,False
3545340,gate_30,27,False,False
3545644,gate_30,9,True,False
3545751,gate_30,3,False,False
3546482,gate_30,52,False,True
3546594,gate_30,1,False,False
3546774,gate_30,1,False,False
3546898,gate_30,17,True,False
3546973,gate_30,37,True,False
3547108,gate_30,3,False,False
3547887,gate_30,0,False,False
3548285,gate_30,2,False,False
3548539,gate_30,39,True,False
3548957,gate_30,35,True,False
3549329,gate_30,1,False,False
3549470,gate_30,6,False,False
3549478,gate_30,11,False,False
3549979,gate_30,4,False,False
3550062,gate_30,87,True,False
3550201,gate_30,14,False,False
3550240,gate_30,33,True,True
3550472,gate_30,6,False,False
3550576,gate_30,32,False,True
3550881,gate_30,95,True,False
3551063,gate_30,3,False,False
3551408,gate_30,8,False,False
3551513,gate_30,96,True,True
3551519,gate_30,25,True,False
3551562,gate_30,1,False,False
3552153,gate_30,2,False,False
3552375,gate_30,8,True,False
3552557,gate_30,33,True,False
3552794,gate_30,76,False,False
3553080,gate_30,16,False,False
3553209,gate_30,1,False,False
3553608,gate_30,34,False,True
3553650,gate_30,36,False,False
3554045,gate_30,71,True,False
3554264,gate_30,39,True,False
3554514,gate_30,14,True,False
3554604,gate_30,6,False,False
3554957,gate_30,24,False,False
3555142,gate_30,1,False,False
3555184,gate_30,5,False,False
3555361,gate_30,20,False,False
3555827,gate_30,95,True,False
3555835,gate_30,29,False,False
3556496,gate_30,56,True,False
3556972,gate_30,0,False,False
3557172,gate_30,18,False,False
3558203,gate_30,5,False,False
3558570,gate_30,21,True,False
3558596,gate_30,0,False,False
3558687,gate_30,11,False,False
3558899,gate_30,1,False,False
3559061,gate_30,1,False,False
3559149,gate_30,1,False,False
3559241,gate_30,14,False,False
3559355,gate_30,13,True,False
3560077,gate_30,23,False,False
3560272,gate_30,7,False,False
3560468,gate_30,14,False,False
3560718,gate_30,0,False,False
3560805,gate_30,28,True,False
3560945,gate_30,21,False,False
3561458,gate_30,2,False,False
3561491,gate_30,89,True,False
3562431,gate_30,1,False,False
3563331,gate_30,1,False,False
3563457,gate_30,4,False,False
3564025,gate_30,36,False,False
3564632,gate_30,37,False,True
3564910,gate_30,9,False,False
3564957,gate_30,72,False,True
3565458,gate_30,78,True,False
3565706,gate_30,3,True,False
3565812,gate_30,16,True,True
3565933,gate_30,43,True,False
3565991,gate_30,1,False,False
3566393,gate_30,12,True,False
3566493,gate_30,43,True,False
3566624,gate_30,52,False,True
3566774,gate_30,41,True,True
3566793,gate_30,9,False,False
3567218,gate_30,16,True,False
3567574,gate_30,13,True,False
3567806,gate_30,44,False,False
3568355,gate_30,21,True,False
3568411,gate_30,2,False,False
3568417,gate_30,3,False,False
3568493,gate_30,1,False,False
3568544,gate_30,40,True,True
3568786,gate_30,5,False,False
3568970,gate_30,15,False,False
3569032,gate_30,6,False,False
3569308,gate_30,37,True,False
3569668,gate_30,0,False,False
3569834,gate_30,41,False,False
3570409,gate_30,6,False,False
3571212,gate_30,17,False,True
3571556,gate_30,63,True,True
3572844,gate_30,5,False,False
3573035,gate_30,20,True,False
3573282,gate_30,75,False,True
3573305,gate_30,4,False,False
3573805,gate_30,2,False,False
3573826,gate_30,19,True,False
3573937,gate_30,11,False,False
3574076,gate_30,16,False,False
3574428,gate_30,20,False,True
3574505,gate_30,2,False,False
3574585,gate_30,76,True,True
3574594,gate_30,12,False,False
3574942,gate_30,7,False,False
3575091,gate_30,5,False,False
3575108,gate_30,10,False,False
3575203,gate_30,3,False,False
3575588,gate_30,10,False,False
3575768,gate_30,7,False,False
3576101,gate_30,8,True,False
3576212,gate_30,106,True,True
3576565,gate_30,1,False,False
3576708,gate_30,11,False,False
3577052,gate_30,3,False,False
3577508,gate_30,2,False,False
3577671,gate_30,112,True,False
3578653,gate_30,23,True,False
3579029,gate_30,49,False,False
3579326,gate_30,52,True,False
3579488,gate_30,82,True,False
3579918,gate_30,13,False,False
3579938,gate_30,14,False,False
3580498,gate_30,5,False,False
3580673,gate_30,7,False,False
3580954,gate_30,22,True,True
3581364,gate_30,16,True,False
3581468,gate_30,2,False,False
3581616,gate_30,78,True,True
3581962,gate_30,5,False,False
3582201,gate_30,4,False,False
3582264,gate_30,38,True,True
3582303,gate_30,10,True,False
3582426,gate_30,34,False,False
3582607,gate_30,42,True,False
3582703,gate_30,28,True,False
3583229,gate_30,35,True,False
3583917,gate_30,108,True,True
3584016,gate_30,71,False,False
3584151,gate_30,115,True,False
3584184,gate_30,13,True,False
3584261,gate_30,51,True,False
3584304,gate_30,2,False,False
3584403,gate_30,3,False,False
3584582,gate_30,16,True,False
3584966,gate_30,1,False,False
3585016,gate_30,27,True,False
3586076,gate_30,43,True,False
3586309,gate_30,3,False,False
3586598,gate_30,98,True,True
3587106,gate_30,76,True,False
3587525,gate_30,56,False,False
3587605,gate_30,1,False,False
3587639,gate_30,20,True,False
3587755,gate_30,2,False,False
3588071,gate_30,20,True,False
3588171,gate_30,74,True,True
3588265,gate_30,41,True,False
3588368,gate_30,17,False,False
3588507,gate_30,1,False,False
3589087,gate_30,0,False,False
3589121,gate_30,114,True,False
3589138,gate_30,21,True,False
3589481,gate_30,16,True,False
3589509,gate_30,4,False,False
3589530,gate_30,10,False,False
3589746,gate_30,21,True,False
3590684,gate_30,73,False,True
3590723,gate_30,11,True,False
3591534,gate_30,27,True,False
3591618,gate_30,9,False,False
3592001,gate_30,4,False,False
3592006,gate_30,10,False,False
3592294,gate_30,24,False,False
3592556,gate_30,39,False,False
3592896,gate_30,4,False,False
3592903,gate_30,1,False,False
3593806,gate_30,75,True,True
3594088,gate_30,12,False,False
3594557,gate_30,22,True,False
3594663,gate_30,43,False,False
3594702,gate_30,75,True,False
3594810,gate_30,34,True,False
3595006,gate_30,21,True,False
3595059,gate_30,28,True,False
3595136,gate_30,60,True,True
3595309,gate_30,43,True,False
3596026,gate_30,14,False,False
3596201,gate_30,31,False,False
3596214,gate_30,6,False,False
3596258,gate_30,48,True,False
3596392,gate_30,107,True,False
3596565,gate_30,32,True,False
3596874,gate_30,6,False,False
3598088,gate_30,6,False,False
3598112,gate_30,1,False,False
3598337,gate_30,81,True,True
3598455,gate_30,34,True,False
3598731,gate_30,38,False,False
3598823,gate_30,9,True,True
3599160,gate_30,6,False,False
3599628,gate_30,70,True,False
3601437,gate_30,2,True,False
3601504,gate_30,36,False,False
3601545,gate_30,79,True,False
3601971,gate_30,0,False,False
3602425,gate_30,72,True,False
3602491,gate_30,0,False,False
3602531,gate_30,7,False,False
3602563,gate_30,35,False,False
3602975,gate_30,0,False,False
3603098,gate_30,9,False,False
3603240,gate_30,1,False,False
3603424,gate_30,40,True,False
3603659,gate_30,4,True,False
3603739,gate_30,1,False,False
3603743,gate_30,13,True,False
3603768,gate_30,71,True,False
3603881,gate_30,10,False,False
3604145,gate_30,115,True,False
3604480,gate_30,31,True,False
3604656,gate_30,15,False,False
3605158,gate_30,36,True,False
3605175,gate_30,2,False,False
3605428,gate_30,70,True,True
3605557,gate_30,48,False,False
3605596,gate_30,0,False,False
3605757,gate_30,34,True,True
3605844,gate_30,5,True,False
3605857,gate_30,34,True,False
3606018,gate_30,1,False,False
3606060,gate_30,56,False,False
3606265,gate_30,19,False,False
3606456,gate_30,27,True,False
3606592,gate_30,2,False,False
3606599,gate_30,19,True,False
3606984,gate_30,2,False,False
3607106,gate_30,69,True,False
3607275,gate_30,8,False,False
3607649,gate_30,7,False,False
3607675,gate_30,9,True,False
3607878,gate_30,5,False,False
3607884,gate_30,19,False,False
3608314,gate_30,20,True,False
3608995,gate_30,6,False,False
3609018,gate_30,33,True,False
3609990,gate_30,24,False,False
3611025,gate_30,5,False,False
3611224,gate_30,6,True,False
3611934,gate_30,6,False,False
3612082,gate_30,6,False,False
3612118,gate_30,50,True,True
3612213,gate_30,3,False,False
3612877,gate_30,78,True,False
3612947,gate_30,45,True,False
3613078,gate_30,1,False,False
3613421,gate_30,3,False,False
3613842,gate_30,34,True,True
3614051,gate_30,2,False,False
3614123,gate_30,0,False,False
3614208,gate_30,29,False,False
